"","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","left","promotion_last_5years","Department.accounting","Department.hr","Department.IT","Department.management","Department.marketing","Department.product_mng","Department.RandD","Department.sales","Department.support","Department.technical","salary"
"11624",0.66,0.95,0.714285714285714,0.619354838709677,0.7,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"2698",0.76,0.76,0.428571428571429,0.696774193548387,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"13101",0.76,0.57,0.428571428571429,0.47741935483871,0.3,1,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"4140",0.92,0.69,0.571428571428571,0.580645161290323,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"2047",0.84,0.65,0.285714285714286,0.451612903225806,0.3,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333
"753",0.37,0.57,0.285714285714286,0.416129032258065,0.3,0,"1",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333
"8417",0.21,0.39,0.285714285714286,0.380645161290323,0.4,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"13831",0.57,0.91,0.571428571428571,0.72258064516129,1,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"1957",0.4,0.48,0.285714285714286,0.5,0.3,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"10317",0.67,0.9,0.714285714285714,0.551612903225806,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"12516",0.88,1,0.714285714285714,0.706451612903226,0.6,1,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"7419",0.99,0.57,0.571428571428571,0.696774193548387,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,1
"13450",0.39,0.89,0.428571428571429,0.606451612903226,0.5,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"1564",0.43,0.52,0.285714285714286,0.470967741935484,0.3,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"7842",0.27,0.75,0.714285714285714,0.851612903225806,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"8888",0.99,0.54,0.571428571428571,0.632258064516129,0.4,1,"0",0,0,1,0,0,0,0,0,0,0,0,1
"2434",0.87,0.84,0.714285714285714,0.441935483870968,0.2,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333
"7243",0.59,0.69,0.571428571428571,0.729032258064516,0.3,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333
"1970",0.41,0.55,0.285714285714286,0.519354838709677,0.3,0,"1",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333
"7991",0.6,0.58,0.285714285714286,0.587096774193548,0.2,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"13818",0.56,0.39,0.428571428571429,0.341935483870968,0.8,0,"0",0,0,0,0,1,0,0,0,0,0,0,1
"11387",0.92,0.6,0.571428571428571,0.519354838709677,0.3,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333
"1163",0.35,0.8,0.857142857142857,0.906451612903226,0.2,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"14346",0.36,0.5,0.285714285714286,0.425806451612903,0.3,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"9902",0.92,0.82,0.714285714285714,0.812903225806452,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"8223",0.52,0.55,0.714285714285714,0.619354838709677,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"141",0.09,0.96,0.857142857142857,0.790322580645161,0.4,0,"1",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333
"366",0.91,0.87,0.571428571428571,0.758064516129032,0.5,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"2878",0.51,0.65,0.571428571428571,0.867741935483871,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"14110",0.89,0.55,0.571428571428571,0.512903225806452,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"720",0.8,1,0.714285714285714,0.838709677419355,0.5,0,"1",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333
"13143",0.81,0.77,0.714285714285714,0.809677419354839,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"243",0.38,0.53,0.285714285714286,0.503225806451613,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"10274",1,0.75,0.428571428571429,0.764516129032258,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,1
"4921",0.96,0.71,0.428571428571429,0.548387096774194,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"7376",0.55,0.98,0.428571428571429,0.545161290322581,0.2,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"9023",0.78,0.93,0.571428571428571,0.519354838709677,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"5213",0.5,0.54,0.428571428571429,0.432258064516129,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"9126",0.81,0.97,0.428571428571429,0.429032258064516,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"3048",0.48,0.59,0.714285714285714,0.758064516129032,0.3,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333
"2758",0.5,0.68,0.571428571428571,0.519354838709677,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"11511",0.47,0.43,0.571428571428571,0.793548387096774,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"2336",0.97,0.77,0.428571428571429,0.587096774193548,0.2,1,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"9883",0.9,0.53,0.428571428571429,0.538709677419355,0.3,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333
"2838",0.72,0.68,0.714285714285714,0.858064516129032,0.4,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"6697",0.77,0.9,0.571428571428571,0.525806451612903,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"7315",0.53,0.68,0.428571428571429,0.832258064516129,0.3,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333
"2631",0.81,0.99,0.428571428571429,0.770967741935484,0.2,1,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"51",0.13,0.78,0.857142857142857,0.490322580645161,0.2,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"10084",0.55,0.62,0.714285714285714,0.593548387096774,0.4,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.666666666666667
"5743",0.64,0.86,0.714285714285714,0.716129032258065,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"4247",0.74,0.92,0.714285714285714,0.82258064516129,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"10617",0.99,0.55,0.428571428571429,0.548387096774194,0.3,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.666666666666667
"4961",0.5,0.49,0.428571428571429,0.580645161290323,0.3,1,"0",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333
"2194",1,0.66,0.571428571428571,0.580645161290323,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"9868",0.54,0.79,0.428571428571429,0.680645161290323,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"11086",0.57,0.67,0.428571428571429,0.445161290322581,0.6,1,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667
"5072",0.69,0.74,0.571428571428571,0.764516129032258,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"11101",0.96,0.85,0.571428571428571,0.796774193548387,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,1
"10027",0.56,0.75,0.571428571428571,0.454838709677419,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"12643",0.73,0.97,0.714285714285714,0.758064516129032,0.5,0,"1",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333
"12842",0.95,0.71,0.571428571428571,0.487096774193548,0.4,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"4738",0.55,0.85,0.428571428571429,0.490322580645161,0.2,0,"0",1,0,0,0,1,0,0,0,0,0,0,0.666666666666667
"13622",0.17,0.78,0.428571428571429,0.770967741935484,0.6,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"11183",0.48,0.77,0.714285714285714,0.806451612903226,0.2,0,"0",1,0,0,0,0,0,0,1,0,0,0,0.666666666666667
"6083",0.8,0.4,0.714285714285714,0.641935483870968,0.4,1,"0",0,0,0,0,0,0,0,0,0,1,0,1
"4972",0.63,0.74,0.571428571428571,0.5,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"8550",0.66,0.84,0.714285714285714,0.603225806451613,0.2,1,"0",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333
"10071",0.48,0.7,0.428571428571429,0.809677419354839,0.3,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333
"4925",0.83,0.95,0.428571428571429,0.82258064516129,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"2945",0.65,0.98,0.428571428571429,0.912903225806452,0.2,1,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"3809",0.85,0.92,0.571428571428571,0.487096774193548,0.3,1,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667
"11664",0.63,0.52,0.714285714285714,0.674193548387097,0.8,1,"0",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333
"3640",0.71,0.77,0.285714285714286,0.82258064516129,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"2591",0.68,0.9,0.285714285714286,0.429032258064516,0.4,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333
"9056",0.73,0.88,0.714285714285714,0.432258064516129,0.2,1,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"2417",0.81,0.68,0.714285714285714,0.741935483870968,0.2,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"7047",0.43,0.86,0.714285714285714,0.403225806451613,0.3,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"649",0.45,0.54,0.285714285714286,0.416129032258065,0.3,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"3551",0.85,0.78,0.714285714285714,0.848387096774194,0.2,1,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"10444",0.75,0.71,0.714285714285714,0.474193548387097,0.4,1,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667
"13537",0.53,0.37,0.428571428571429,0.580645161290323,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"4053",0.45,0.92,0.857142857142857,0.529032258064516,0.4,1,"0",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333
"3073",0.15,0.85,0.428571428571429,0.641935483870968,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"3950",0.69,0.96,0.714285714285714,0.529032258064516,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"12939",0.97,0.93,0.428571428571429,0.493548387096774,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"6021",0.54,0.49,0.428571428571429,0.654838709677419,0.3,1,"0",0,0,0,0,0,0,1,0,0,0,0,0.666666666666667
"10970",0.69,0.98,0.571428571428571,0.580645161290323,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"8628",0.7,0.58,0.428571428571429,0.661290322580645,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"14717",0.11,0.97,0.857142857142857,0.932258064516129,0.5,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"6033",0.65,0.96,0.428571428571429,0.541935483870968,0.2,0,"0",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333
"6332",0.75,0.49,0.285714285714286,0.558064516129032,0.3,1,"0",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333
"8894",0.18,0.62,0.428571428571429,0.532258064516129,0.4,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"9488",0.62,0.78,0.714285714285714,0.806451612903226,0.6,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"2472",0.53,0.69,0.571428571428571,0.696774193548387,0.2,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333
"2781",0.35,0.52,0.714285714285714,0.787096774193548,0.3,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333
"8714",0.81,0.5,0.428571428571429,0.638709677419355,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"3569",0.96,0.71,0.571428571428571,0.67741935483871,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"6915",0.69,1,0.714285714285714,0.764516129032258,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,1
"8027",0.92,0.74,0.571428571428571,0.687096774193548,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"1115",0.11,0.86,0.857142857142857,0.9,0.4,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"8069",0.77,0.49,0.571428571428571,0.883870967741936,0.2,1,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"6269",0.96,0.51,0.571428571428571,0.764516129032258,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"89",0.37,0.57,0.285714285714286,0.419354838709677,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"1031",0.1,0.97,0.857142857142857,0.990322580645161,0.4,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"4080",0.64,0.75,0.428571428571429,0.690322580645161,0.3,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.666666666666667
"13148",0.78,0.6,0.571428571428571,0.461290322580645,0.2,0,"0",1,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"3202",0.67,0.55,0.428571428571429,0.7,0.2,0,"0",0,0,0,0,0,0,0,1,0,0,0,1
"2814",0.9,0.98,0.571428571428571,0.829032258064516,0.3,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333
"8657",0.32,0.69,0.714285714285714,0.506451612903226,0.4,0,"0",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333
"12844",0.78,0.91,0.428571428571429,0.570967741935484,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,1
"14376",0.9,0.99,0.714285714285714,0.838709677419355,0.5,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"2371",0.12,0.55,0.714285714285714,0.780645161290323,0.4,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.666666666666667
"1282",0.75,0.88,0.714285714285714,0.870967741935484,0.5,0,"1",0,0,0,1,0,0,0,0,0,0,0,1
"10186",0.96,0.8,0.714285714285714,0.629032258064516,0.4,1,"0",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333
"5058",0.77,0.58,0.571428571428571,0.783870967741935,0.4,1,"0",1,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"9116",0.99,0.64,0.428571428571429,0.590322580645161,0.3,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.666666666666667
"10722",0.78,0.98,0.571428571428571,0.667741935483871,0.2,1,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"14767",0.1,0.9,1,0.906451612903226,0.4,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"761",0.1,0.9,1,0.935483870967742,0.4,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"11303",0.66,0.49,0.571428571428571,0.506451612903226,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"2537",0.61,0.59,0.714285714285714,0.874193548387097,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"5047",0.53,0.7,0.428571428571429,0.445161290322581,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"430",0.41,0.52,0.285714285714286,0.409677419354839,0.3,1,"1",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"7332",0.99,0.63,0.714285714285714,0.738709677419355,0.2,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"14609",0.09,0.79,0.857142857142857,0.945161290322581,0.5,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"7108",0.99,0.79,0.428571428571429,0.874193548387097,0.4,0,"0",0,0,0,0,0,1,0,0,0,0,0,1
"12654",0.37,0.51,0.285714285714286,0.425806451612903,0.3,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"13566",0.62,0.97,0.285714285714286,0.874193548387097,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"1701",0.38,0.45,0.285714285714286,0.425806451612903,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"7643",0.74,0.78,0.571428571428571,0.654838709677419,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"6394",0.86,0.65,0.571428571428571,0.783870967741935,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"3984",0.59,0.57,0.714285714285714,0.829032258064516,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"14131",0.66,0.49,0.714285714285714,0.758064516129032,0.8,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"14603",0.45,0.55,0.285714285714286,0.47741935483871,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"5656",0.17,0.86,0.428571428571429,0.92258064516129,0.6,0,"0",0,0,0,0,0,1,0,0,0,0,0,1
"3045",0.71,0.9,0.428571428571429,0.845161290322581,0.2,1,"0",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333
"6154",0.65,0.6,0.428571428571429,0.458064516129032,0.2,0,"0",0,0,0,0,0,0,0,0,0,1,0,1
"3408",0.54,0.43,0.428571428571429,0.619354838709677,0.2,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"13848",0.41,0.67,0.857142857142857,0.712903225806452,1,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.666666666666667
"3868",0.71,0.76,0.571428571428571,0.458064516129032,0.2,1,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"4337",0.72,0.67,0.714285714285714,0.706451612903226,0.3,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333
"8461",0.56,0.84,0.571428571428571,0.480645161290323,0.4,1,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667
"12950",0.68,0.84,0.428571428571429,0.870967741935484,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,1
"95",0.09,0.83,0.857142857142857,0.82258064516129,0.4,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"14125",0.96,0.68,0.428571428571429,0.664516129032258,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"2296",1,0.86,0.571428571428571,0.519354838709677,0.2,0,"0",0,0,0,0,0,1,0,0,0,0,0,1
"9181",0.48,0.96,0.571428571428571,0.72258064516129,0.2,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"12981",0.79,0.92,0.571428571428571,0.670967741935484,0.2,1,"0",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333
"6357",0.4,0.72,0.428571428571429,0.658064516129032,0.4,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"948",0.39,0.56,0.285714285714286,0.435483870967742,0.3,0,"1",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333
"14036",0.75,0.79,0.571428571428571,0.848387096774194,0.3,0,"0",1,0,0,0,0,1,0,0,0,0,0,0.666666666666667
"9003",0.9,0.9,0.428571428571429,0.474193548387097,0.3,1,"0",0,0,0,0,0,0,0,1,0,0,0,0.666666666666667
"5398",0.62,0.79,0.428571428571429,0.883870967741936,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"10618",0.66,0.56,0.571428571428571,0.596774193548387,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"5509",0.99,0.86,0.428571428571429,0.638709677419355,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"1255",0.38,0.49,0.285714285714286,0.464516129032258,0.3,0,"1",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333
"14660",0.36,0.48,0.285714285714286,0.512903225806452,0.3,0,"1",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333
"1770",0.4,0.47,0.285714285714286,0.464516129032258,0.3,1,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"2284",0.84,0.79,0.571428571428571,0.835483870967742,0.3,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.666666666666667
"13933",0.98,0.74,0.571428571428571,0.487096774193548,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"6443",0.36,0.89,0.428571428571429,0.635483870967742,0.6,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.666666666666667
"9201",0.96,0.72,0.428571428571429,0.635483870967742,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"1315",0.4,0.52,0.285714285714286,0.438709677419355,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"4277",0.7,0.84,0.571428571428571,0.593548387096774,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"4647",0.8,0.94,0.571428571428571,0.454838709677419,0.3,1,"0",0,0,0,0,0,0,1,0,0,0,0,0.666666666666667
"10726",0.52,0.55,0.428571428571429,0.725806451612903,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"14971",0.78,0.93,0.571428571428571,0.725806451612903,0.5,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"11545",0.87,0.82,0.571428571428571,0.638709677419355,0.7,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"14428",0.36,0.48,0.285714285714286,0.509677419354839,0.3,0,"1",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333
"10593",0.59,0.72,0.571428571428571,0.541935483870968,0.4,0,"0",0,0,0,0,1,0,0,0,0,0,0,0.666666666666667
"2754",0.54,0.96,0.428571428571429,0.648387096774194,0.3,0,"0",0,0,0,0,1,0,0,0,0,0,0,0.666666666666667
"7256",0.51,0.5,0.714285714285714,0.567741935483871,0.5,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"8815",0.2,0.59,0.714285714285714,0.338709677419355,0.4,0,"0",0,0,0,0,0,0,0,0,0,0,1,1
"9511",0.94,0.77,0.428571428571429,0.648387096774194,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"12181",0.4,0.47,0.285714285714286,0.470967741935484,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"2459",0.18,0.75,0.571428571428571,0.548387096774194,0.5,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"4381",0.61,0.68,0.428571428571429,0.819354838709677,0.2,0,"0",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333
"3862",0.79,0.83,0.285714285714286,0.619354838709677,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"7916",0.75,0.93,0.714285714285714,0.67741935483871,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"1269",0.36,0.55,0.285714285714286,0.432258064516129,0.3,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"8238",0.59,0.89,0.714285714285714,0.461290322580645,0.3,1,"0",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333
"11717",0.77,0.58,0.571428571428571,0.651612903225806,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"5873",0.85,0.74,0.714285714285714,0.548387096774194,0.4,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333
"1218",0.76,0.95,0.571428571428571,0.835483870967742,0.5,0,"1",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333
"8350",0.75,0.55,0.285714285714286,0.606451612903226,0.3,0,"0",0,1,0,0,0,0,0,0,0,0,0,1
"6064",0.99,0.77,0.428571428571429,0.612903225806452,0.4,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.666666666666667
"14724",0.09,0.96,0.857142857142857,0.835483870967742,0.4,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"13018",0.95,0.67,0.571428571428571,0.841935483870968,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"14650",0.77,0.9,0.571428571428571,0.764516129032258,0.5,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"7490",0.49,0.91,0.428571428571429,0.732258064516129,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"14146",0.88,0.51,0.714285714285714,0.629032258064516,0.4,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333
"6260",0.91,0.68,0.571428571428571,0.574193548387097,0.3,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"14351",0.73,0.87,0.714285714285714,0.829032258064516,0.5,0,"1",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333
"8937",0.98,0.5,0.428571428571429,0.638709677419355,0.3,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.666666666666667
"6333",0.98,0.53,0.857142857142857,0.816129032258065,0.4,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.666666666666667
"3308",0.76,0.52,0.285714285714286,0.47741935483871,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,1
"14832",0.8,0.75,0.428571428571429,0.864516129032258,0.2,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"11393",0.98,0.68,0.714285714285714,0.551612903225806,0.3,0,"0",0,0,0,0,1,0,0,0,0,0,0,1
"14680",0.9,0.92,0.714285714285714,0.790322580645161,0.5,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"4825",0.62,0.54,0.428571428571429,0.458064516129032,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"14723",0.53,0.85,0.285714285714286,0.529032258064516,0.5,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"11006",0.19,0.83,0.714285714285714,0.903225806451613,0.4,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333
"12248",0.46,0.49,0.285714285714286,0.47741935483871,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"10037",0.85,0.46,0.428571428571429,0.396774193548387,0.5,1,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"12224",0.87,0.9,0.714285714285714,0.812903225806452,0.5,0,"1",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333
"8688",0.89,0.74,0.714285714285714,0.709677419354839,0.3,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667
"14880",0.41,0.49,0.285714285714286,0.474193548387097,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"8155",0.9,0.67,0.428571428571429,0.532258064516129,0.2,0,"0",0,0,0,1,0,0,0,0,0,0,0,1
