"","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","left","promotion_last_5years","Department.accounting","Department.hr","Department.IT","Department.management","Department.marketing","Department.product_mng","Department.RandD","Department.sales","Department.support","Department.technical","salary","Predictions"
"7966",0.9,0.66,0.714285714285714,0.441935483870968,0.2,0,"0",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333,"0"
"7968",0.76,0.75,0.428571428571429,0.770967741935484,0.2,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333,"0"
"7971",0.6,0.73,0.428571428571429,0.451612903225806,0.5,1,"0",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333,"0"
"7973",0.53,0.7,0.571428571428571,0.783870967741935,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"7976",0.92,0.59,0.571428571428571,0.612903225806452,0.5,0,"0",0,0,0,0,0,0,0,0,0,0,1,1,"0"
"7986",0.48,0.51,0.428571428571429,0.648387096774194,0.2,1,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,"0"
"7987",0.59,0.67,0.571428571428571,0.874193548387097,0.2,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"0"
"7989",0.98,0.87,0.428571428571429,0.770967741935484,0.4,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"0"
"7997",0.73,0.62,0.428571428571429,0.551612903225806,0.3,0,"0",0,0,0,0,1,0,0,0,0,0,0,0.666666666666667,"0"
"7999",0.95,0.96,0.571428571428571,0.519354838709677,0.2,0,"0",0,0,0,1,0,0,0,0,0,0,0,1,"0"
"8001",0.72,0.9,0.428571428571429,0.62258064516129,0.3,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667,"0"
"8004",0.69,0.69,0.428571428571429,0.761290322580645,0.4,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.666666666666667,"0"
"8021",0.75,0.7,0.571428571428571,0.57741935483871,0.2,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333,"0"
"8022",0.65,0.95,0.571428571428571,0.493548387096774,0.2,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333,"0"
"8023",0.98,0.98,0.714285714285714,0.67741935483871,0.6,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"8028",0.86,0.79,0.428571428571429,0.341935483870968,0.6,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"8029",0.5,0.99,0.571428571428571,0.87741935483871,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"8032",0.66,0.95,0.571428571428571,0.72258064516129,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"8033",0.58,0.71,0.428571428571429,0.741935483870968,0.3,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"8039",0.86,0.57,0.571428571428571,0.590322580645161,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"8041",0.54,0.63,0.714285714285714,0.835483870967742,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"8046",0.64,0.83,0.571428571428571,0.57741935483871,0.3,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333,"0"
"8047",0.93,0.53,0.428571428571429,0.7,0.3,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333,"0"
"8048",0.96,0.94,0.714285714285714,0.758064516129032,0.3,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333,"0"
"8050",0.58,0.55,0.428571428571429,0.574193548387097,0.5,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"8053",0.64,0.99,0.571428571428571,0.716129032258065,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"8055",0.76,0.49,0.714285714285714,0.783870967741935,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"8058",0.97,0.95,0.714285714285714,0.648387096774194,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"8064",0.51,0.58,0.714285714285714,0.558064516129032,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,"0"
"8067",0.97,0.77,0.428571428571429,0.664516129032258,0.4,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"0"
"8068",0.61,0.5,0.571428571428571,0.564516129032258,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"0"
"8073",0.56,0.57,0.428571428571429,0.661290322580645,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"0"
"8074",0.82,0.63,0.428571428571429,0.793548387096774,0.3,0,"0",0,0,0,0,1,0,0,0,0,0,0,0.666666666666667,"0"
"8079",0.77,0.91,0.714285714285714,0.864516129032258,0.3,1,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667,"0"
"8080",0.8,0.63,0.571428571428571,0.680645161290323,0.2,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.666666666666667,"0"
"8081",0.51,0.51,0.428571428571429,0.883870967741936,0.2,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.666666666666667,"0"
"8082",0.77,0.52,0.571428571428571,0.77741935483871,0.3,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.666666666666667,"0"
"8086",0.33,0.39,0.428571428571429,0.316129032258064,0.3,1,"0",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333,"0"
"8093",0.93,0.9,0.714285714285714,0.67741935483871,0.3,0,"0",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333,"0"
"8094",0.78,0.77,0.285714285714286,0.570967741935484,0.4,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,"0"
"8095",0.65,0.6,0.428571428571429,0.47741935483871,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"8096",1,0.61,0.571428571428571,0.638709677419355,0.2,0,"0",0,0,0,0,1,0,0,0,0,0,0,0.333333333333333,"0"
"8097",0.96,1,0.428571428571429,0.441935483870968,0.4,1,"0",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333,"0"
"8104",0.58,0.63,0.571428571428571,0.612903225806452,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"8108",0.72,0.86,0.428571428571429,0.745161290322581,0.3,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"8115",0.29,0.66,0.428571428571429,0.825806451612903,0.2,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"8116",0.37,0.7,0.285714285714286,0.606451612903226,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,1,"0"
"8118",0.24,0.64,0.714285714285714,0.612903225806452,0.4,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"8120",0.18,0.64,0.857142857142857,0.496774193548387,0.5,0,"0",0,1,0,0,0,0,0,0,0,0,0,0.666666666666667,"0"
"8121",0.76,0.85,0.571428571428571,0.435483870967742,0.3,0,"0",0,1,0,0,0,0,0,0,0,0,0,0.666666666666667,"0"
"8132",0.82,0.56,0.714285714285714,0.580645161290323,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"8137",0.67,0.83,0.428571428571429,0.47741935483871,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,"0"
"8139",0.64,0.53,0.571428571428571,0.429032258064516,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,"0"
"8145",0.62,0.55,0.571428571428571,0.703225806451613,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"0"
"8157",0.45,0.75,0.285714285714286,0.793548387096774,0.2,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.666666666666667,"0"
"8159",0.99,0.82,0.428571428571429,0.82258064516129,0.2,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.666666666666667,"0"
"8160",0.89,0.91,0.571428571428571,0.612903225806452,0.2,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.666666666666667,"0"
"8161",0.96,0.9,0.571428571428571,0.529032258064516,0.4,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333,"0"
"8163",0.59,0.59,0.428571428571429,0.454838709677419,0.3,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333,"0"
"8165",1,0.87,0.428571428571429,0.532258064516129,0.2,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333,"0"
"8166",0.6,0.59,0.714285714285714,0.858064516129032,0.2,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333,"0"
"8167",0.21,0.85,0.857142857142857,0.758064516129032,0.6,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333,"0"
"8169",0.8,0.82,0.428571428571429,0.703225806451613,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"8177",0.74,0.69,0.571428571428571,0.787096774193548,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"8178",0.49,0.67,0.857142857142857,0.92258064516129,0.4,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"8181",0.7,0.67,0.714285714285714,0.438709677419355,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"8182",0.84,0.71,0.571428571428571,0.716129032258065,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"8183",0.89,0.77,0.571428571428571,0.867741935483871,0.4,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"8184",0.59,0.87,0.571428571428571,0.590322580645161,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"8188",0.51,0.66,0.571428571428571,0.587096774193548,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"8189",0.78,0.61,0.571428571428571,0.864516129032258,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"8191",0.42,0.5,0.714285714285714,0.92258064516129,0.4,0,"0",0,0,0,0,0,0,0,0,1,0,0,1,"0"
"8196",0.56,0.98,0.428571428571429,0.809677419354839,0.3,1,"0",0,1,0,0,0,0,0,0,0,0,0,0.666666666666667,"0"
"8197",0.5,0.73,0.714285714285714,0.532258064516129,0.2,0,"0",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333,"0"
"8200",0.84,0.9,0.428571428571429,0.632258064516129,0.3,1,"0",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333,"0"
"8201",0.21,0.49,0.428571428571429,0.816129032258065,0.3,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333,"0"
"8204",0.8,0.75,0.571428571428571,0.7,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"8213",0.99,0.5,0.714285714285714,0.690322580645161,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"8220",0.9,0.83,0.428571428571429,0.880645161290323,0.4,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"0"
"8237",0.56,0.8,0.714285714285714,0.651612903225806,0.4,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333,"0"
"8241",0.76,0.7,0.714285714285714,0.629032258064516,0.3,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333,"0"
"8242",0.85,0.58,0.571428571428571,0.538709677419355,0.4,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333,"0"
"8245",0.71,0.73,0.428571428571429,0.883870967741936,0.3,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333,"0"
"8248",0.99,0.65,0.428571428571429,0.674193548387097,0.2,1,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,"0"
"8251",0.72,0.68,0.714285714285714,0.52258064516129,0.5,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333,"0"
"8252",0.53,0.74,0.428571428571429,0.435483870967742,0.2,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333,"0"
"8255",0.8,0.81,0.714285714285714,0.503225806451613,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"8256",0.51,0.95,0.571428571428571,0.545161290322581,0.3,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"8262",0.6,0.61,0.428571428571429,0.629032258064516,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"8263",0.55,0.71,0.571428571428571,0.719354838709677,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"8265",0.84,0.74,0.428571428571429,0.754838709677419,0.3,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"8266",0.33,0.62,0.571428571428571,0.364516129032258,0.6,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"8269",0.73,0.74,0.571428571428571,0.690322580645161,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,1,"0"
"8271",0.38,0.42,0.285714285714286,0.409677419354839,0.4,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"8273",0.69,0.8,0.714285714285714,0.848387096774194,0.3,1,"0",0,1,0,0,0,0,0,0,0,0,0,0.666666666666667,"0"
"8280",0.88,0.68,0.714285714285714,0.72258064516129,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"8285",0.64,0.94,0.428571428571429,0.483870967741935,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"0"
"8286",0.68,0.95,0.571428571428571,0.470967741935484,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"0"
"8296",0.81,0.92,0.428571428571429,0.809677419354839,0.3,1,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"0"
"8300",0.5,0.76,0.571428571428571,0.638709677419355,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"0"
"8301",0.75,0.72,0.285714285714286,0.619354838709677,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"0"
"8302",0.42,0.38,0.285714285714286,0.448387096774194,0.4,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"0"
"8303",0.29,0.4,0.857142857142857,0.661290322580645,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"0"
"8304",0.91,0.48,0.428571428571429,0.72258064516129,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"0"
"8306",0.57,0.81,0.571428571428571,0.645161290322581,0.3,1,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667,"0"
"8307",0.27,0.48,0.428571428571429,0.312903225806452,0.6,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667,"0"
"8312",0.7,0.6,0.428571428571429,0.603225806451613,0.2,0,"0",0,0,0,0,0,0,1,0,0,0,0,1,"0"
"8314",0.22,0.76,0.571428571428571,0.567741935483871,0.6,1,"0",0,0,0,0,0,0,1,0,0,0,0,1,"0"
"8315",0.55,0.47,0.428571428571429,0.625806451612903,0.2,0,"0",0,0,0,1,0,0,0,0,0,0,0,1,"0"
"8323",0.55,0.75,0.571428571428571,0.535483870967742,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"8325",0.67,0.78,0.428571428571429,0.758064516129032,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,"0"
"8328",0.48,0.64,0.571428571428571,0.470967741935484,0.2,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333,"0"
"8329",0.75,0.84,0.571428571428571,0.629032258064516,0.3,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333,"0"
"8337",0.52,0.39,0.857142857142857,0.793548387096774,0.4,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"8339",0.81,0.62,0.714285714285714,0.648387096774194,0.3,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"8343",0.93,0.62,0.428571428571429,0.593548387096774,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"8356",0.53,0.78,0.714285714285714,0.887096774193548,0.5,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333,"0"
"8357",0.95,0.43,0.857142857142857,0.912903225806452,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"8358",0.94,0.53,0.714285714285714,0.545161290322581,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"8364",0.12,0.59,0.428571428571429,0.738709677419355,0.6,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"0"
"8367",0.63,0.84,0.571428571428571,0.583870967741935,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"0"
"8368",0.79,0.99,0.571428571428571,0.570967741935484,0.3,1,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"0"
"8370",0.74,0.52,0.428571428571429,0.687096774193548,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"0"
"8373",0.36,0.56,0.857142857142857,0.780645161290323,0.6,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"0"
"8375",0.57,0.75,0.714285714285714,0.554838709677419,0.4,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"0"
"8378",0.23,0.72,0.857142857142857,0.390322580645161,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"0"
"8380",0.69,0.61,0.285714285714286,0.454838709677419,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"0"
"8381",0.63,0.81,0.714285714285714,0.609677419354839,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"0"
"8385",0.96,0.87,0.571428571428571,0.687096774193548,0.3,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667,"0"
"8390",0.66,0.85,0.857142857142857,0.532258064516129,0.5,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.666666666666667,"0"
"8393",0.58,0.94,0.714285714285714,0.883870967741936,0.3,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.666666666666667,"0"
"8397",0.55,0.87,0.428571428571429,0.693548387096774,0.2,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.666666666666667,"0"
"8399",0.58,0.84,0.571428571428571,0.483870967741935,0.4,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"8401",0.83,0.37,0.714285714285714,0.325806451612903,0.4,1,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,"0"
"8403",0.56,0.61,0.428571428571429,0.72258064516129,0.3,0,"0",0,0,0,0,1,0,0,0,0,0,0,0.333333333333333,"0"
"8405",0.82,0.55,0.428571428571429,0.667741935483871,0.2,0,"0",0,0,0,0,0,1,0,0,0,0,0,1,"0"
"8406",0.69,0.72,0.428571428571429,0.783870967741935,0.3,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333,"0"
"8407",0.57,0.54,0.428571428571429,0.506451612903226,0.4,1,"0",0,0,0,0,0,0,0,0,1,0,0,1,"0"
"8410",0.96,0.92,0.428571428571429,0.632258064516129,0.4,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"8411",0.75,0.67,0.571428571428571,0.435483870967742,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,1,"0"
"8419",0.54,0.48,0.428571428571429,0.887096774193548,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,1,"0"
"8420",0.55,0.97,0.714285714285714,0.403225806451613,0.4,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"8422",0.61,0.56,0.285714285714286,0.396774193548387,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"8426",0.6,0.74,0.571428571428571,0.561290322580645,0.3,0,"0",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333,"0"
"8429",0.54,0.58,0.571428571428571,0.574193548387097,0.3,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.666666666666667,"0"
"8434",0.54,0.53,0.571428571428571,0.790322580645161,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"8440",0.77,0.5,0.571428571428571,0.558064516129032,0.2,1,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"8443",0.43,0.77,0.428571428571429,0.764516129032258,0.3,1,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"8446",0.7,0.8,0.714285714285714,0.790322580645161,0.4,0,"0",0,0,0,0,0,0,0,0,0,1,0,1,"0"
"8453",0.91,0.52,0.428571428571429,0.825806451612903,0.2,0,"0",0,0,0,0,0,0,0,0,0,1,0,1,"0"
"8454",0.18,0.76,0.714285714285714,0.558064516129032,0.4,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"0"
"8463",0.56,1,0.428571428571429,0.87741935483871,0.2,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667,"0"
"8464",0.93,0.73,0.428571428571429,0.812903225806452,0.4,0,"0",0,0,0,0,0,0,1,0,0,0,0,1,"0"
"8465",0.84,0.52,0.428571428571429,0.748387096774194,0.4,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333,"0"
"8468",0.98,0.8,0.571428571428571,0.458064516129032,0.2,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667,"0"
"8470",0.92,0.49,0.714285714285714,0.574193548387097,0.2,1,"0",0,0,0,0,0,0,0,1,0,0,0,0.666666666666667,"0"
"8474",0.71,0.97,0.428571428571429,0.558064516129032,0.2,1,"0",0,0,0,0,0,1,0,0,0,0,0,0.666666666666667,"0"
"8475",0.21,0.65,0.571428571428571,0.890322580645161,0.6,0,"0",0,0,0,0,0,1,0,0,0,0,0,1,"0"
"8480",0.73,0.72,0.714285714285714,0.574193548387097,0.2,0,"0",0,0,0,0,1,0,0,0,0,0,0,0.333333333333333,"0"
"8484",0.77,0.68,0.428571428571429,0.725806451612903,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"8486",0.7,0.69,0.714285714285714,0.496774193548387,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"8487",0.78,0.82,0.571428571428571,0.458064516129032,0.2,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"8491",0.89,0.87,0.285714285714286,0.870967741935484,0.6,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"8493",0.26,0.91,0.857142857142857,0.364516129032258,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"8502",0.71,0.79,0.428571428571429,0.432258064516129,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"8504",0.76,1,0.714285714285714,0.854838709677419,0.2,0,"0",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333,"0"
"8506",0.74,0.9,0.571428571428571,0.503225806451613,0.4,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.666666666666667,"0"
"8510",0.6,0.98,0.571428571428571,0.619354838709677,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"8511",0.72,0.95,0.571428571428571,0.741935483870968,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"8514",0.3,0.98,0.285714285714286,0.351612903225806,0.4,1,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"8519",0.59,0.75,0.571428571428571,0.625806451612903,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"8520",0.5,0.59,0.571428571428571,0.506451612903226,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"8521",0.23,0.68,0.714285714285714,0.787096774193548,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,"0"
"8525",0.26,0.95,0.428571428571429,0.629032258064516,0.5,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,"0"
"8530",0.96,0.48,0.428571428571429,0.587096774193548,0.2,1,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"0"
"8534",0.59,0.93,0.714285714285714,0.554838709677419,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"0"
"8536",0.5,0.75,0.428571428571429,0.748387096774194,0.2,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667,"0"
"8541",0.51,0.71,0.714285714285714,0.496774193548387,0.2,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.666666666666667,"0"
"8542",0.5,0.84,0.428571428571429,0.835483870967742,0.2,0,"0",0,0,0,0,0,0,1,0,0,0,0,1,"0"
"8544",0.74,0.74,0.714285714285714,0.845161290322581,0.2,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.666666666666667,"0"
"8546",0.22,0.65,0.714285714285714,0.561290322580645,0.5,1,"0",0,0,0,0,0,0,0,1,0,0,0,0.666666666666667,"0"
"8548",0.7,0.57,0.714285714285714,0.796774193548387,0.3,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333,"0"
"8549",0.68,0.63,0.571428571428571,0.47741935483871,0.3,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333,"0"
"8554",0.56,0.44,0.285714285714286,0.419354838709677,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,"0"
"8556",0.85,0.6,0.428571428571429,0.703225806451613,0.3,0,"0",0,0,0,0,1,0,0,0,0,0,0,0.333333333333333,"0"
"8557",0.95,0.95,0.571428571428571,0.658064516129032,0.3,1,"0",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333,"0"
"8562",0.64,0.6,0.428571428571429,0.632258064516129,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"8567",0.53,0.65,0.428571428571429,0.77741935483871,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"8568",0.7,0.39,0.857142857142857,0.919354838709677,0.4,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"8570",0.96,0.48,0.571428571428571,0.716129032258065,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"8572",0.86,0.65,0.714285714285714,0.535483870967742,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"8573",0.87,0.84,0.428571428571429,0.554838709677419,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"8575",0.72,0.98,0.571428571428571,0.580645161290323,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"8576",0.83,0.59,0.571428571428571,0.635483870967742,0.4,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"8581",0.84,0.95,0.714285714285714,0.641935483870968,0.3,0,"0",0,1,0,0,0,0,0,0,0,0,0,1,"0"
"8583",0.49,0.98,0.428571428571429,0.72258064516129,0.3,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.666666666666667,"0"
"8588",0.94,0.84,0.714285714285714,0.654838709677419,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
